qstr_res_cape1|res cape1
qstr_{s6}_Our_{reg4?town:v|{s6} Our {reg4?town:village} and the surrounding lands belong to {s7} of {s8}.
qstr_{s3}_and_{s5}|{s3} and {s5}
qstr_{reg20?We_mostly_pro|{reg20?We mostly produce {s5} here:We don't produce much here these days}. If you would like to learn more, you can speak with our {reg4?guildmaster:village elder}. He is nearby, right over there.
qstr_riot|riot
qstr__1_| 1 
qstr_2|2
qstr_The_truce_between_{s|The truce between {s1} and {s2} has expired.
qstr_Faction_color:|Faction color:
qstr_®|®
qstr_Your_political_party|Your political party:
qstr_Workers_riot_in_{s1}|Workers riot in {s1}! Initially peaceful, protest demonstration turned into angry crowd destroying everything on their way in {s2}.
qstr_Crowd_disperses_afte|Crowd disperses after police started shooting, with some rioters trying to shoot back. Police reported at least {reg10} policemen and {reg11} civilians wounded.
qstr_Crowd_disperses_after|Crowd disperses after police started shooting, with some rioters trying to shoot back. Police reported at least {reg12} policemen and {reg13} civilians wounded.
qstr_As_the_riot_went_wid|As the riot went widespread, the government dispatched police units to calm down the situation, they tried to suppress the riot with as little casualty as possible by mostly non-lethal means. The riot has been ended but both police units and rioters suffered casualties. Among the casualties, (number) were killed and (number) wounded in the riot.^^Socialist movement popularity decreased by 5%, radicalism increased by 5%.
qstr_As_the_riot_went_wide|As the riot went widespread, the government dispatched police units to suppress the rioters, they used deadly force against the rioters. The rioters suffered many casualties and some fled the scene, only ended up getting caught hours later. In the incident, (number) died and (number) suffered wounds during the riot. ^^Socialist movement popularity decreased by 10%, radicalism increased by 10%.
qstr_{s1}_agrees_to_becom|{s1} agrees to become a protectorate! After taking several defeats from {s2}, {s3} signs agreement to become part of {s2}.^^Effects: {s1} becomes part of {s2}
qstr_Soviet_Russia|Soviet Russia
qstr_French_Communes|French Communes
qstr_People_s_State_of_Ge|People's State of Germany
qstr_Republic_of_Italy|Republic of Italy
qstr_Union_of_British_Sta|Union of British States
qstr_Austro_Hungarian_Rep|Austro-Hungarian Republic
qstr_Civil_war_in_{s1}!_M|Civil war in {s1}! Multiple miltiary commanders of {s1} have resigned their oath and joined new formed {s2} in support of socialist revolution.
qstr_1|1
qstr_3|3
qstr_Civil_war_in_{s1}!_Mu|Civil war in {s1}! Multiple miltiary commanders of {s1} have resigned their oath and joined newly formed {s2} in support of socialist revolution.
qstr_overall_places_{reg1|overall places {reg1}
qstr_State_industry_subsi|State industry subsidization :^-{reg10} $
qstr_Republic_of_Spain|Republic of Spain
qstr_Iranian_Socialist_So|Iranian Socialist Soviet Republic
qstr_Socialist_{s50}|Socialist {s50}
qstr_At_noon_when_the_de|At noon, when the demonstration leader was making a speech about their demands infront of the crowd of protesters, troops and policemen entered the scene to disperse the crowd. Unfortunately, the government ordered the dispersion with a violent way. Then, soldiers opened fire on the protesters, killing and wounding many people. Others, tried to flee from the scene, ran either wounded or dying. Few managed to hide from the law enforcement and the dispersion is successful. The government quickly received backlashes from peace organizations, socialists and even foreign countries alike, thus souring foreign relations.^^Effects: Socialist movement radicalism increased by 10%.
qstr__{s1}_triumphs_over_| {s1} triumphs over victory of socialist revolution.^^ Effects: socialist parties around the worlds gain influence.
qstr__{s1}_triumphs_over_v| {s1} triumphs over victory against revolutionaries.
qstr_Civil_war_is_over_in|Civil war is over in {s1}! {s2} has been fully defeated.{s3}
qstr__{s1}_triumphs_over_vi| {s1} triumphs over victory of socialist revolution.^Effects: Socialist parties around the worlds gain influence.
qstr_Rebellion_in_{s1}:_t|Rebellion in {s1}: took up arms and are attacking the government army!
qstr_Government_of_{s1}_i|Government of {s1} is willing to suppress uprising with force in the following few days, officials say.
qstr_Rebellion_in_{s1}:_r|Rebellion in {s1}: rebels took up arms and are attacking the government army!
qstr_Jacobin_riot_in_{s1}|Jacobin riot in {s1}! Initially peaceful, protest demonstration turned into angry crowd destroying everything on their way in {s2}.
qstr_{s1}:_Peaceful_demons|{s1}: Peaceful demonstration in support of liberal reforms! Citizens of {s2} gathered on the main square of the city, calling on the government to create parliament with universal equal suffrage.
qstr_{s1}_in_{s2};^|{s1} in {s2};^
qstr_{s1}:_Worker_unions_h|{s1}: Worker unions have called for a general strike! United in protest, workers have joined the picket lines in:^{s3}{s4}{s5}{s6}{s7}
qstr_Civil_war_in_{s1}!_Mul|Civil war in {s1}! Multiple miltiary commanders of {s1} have resigned their oath and joined newly formed {s2} in support of democratic revolution.
qstr_Days_after_peaceful_p|Days after peaceful protests began, backlashes from many organizations, still not yet bore a fruit. The government decided to ignore the demands from the protesters. The government has only given them pain instead of listening them for fair investigations, leading to more and more widespread protests across the country. And now, the government has two decision, whether to comply or just simply, refuse.^^Effects: Liberal movement popularity increased by 10%.
qstr_After_hearing_about_t|After hearing about the protests, being a nuisance for the government, the government decided to dispatch some policemen to disperse the crowd of protesters by non-lethal means. They tried to disperse the crowd with whips and baton and it resulted in a success. Some of the protesters thrown rocks and debris to the officers but all of them have been arrested in the following afternoon. The last of the protesters finally dispersed after some of the demonstration leaders escaped the scene.^^Effects: Liberal movement popularity increased by 5%. Liberal movement radicalism increased by 3%.
qstr_At_noon_when_the_demo|At noon, when the demonstration leader was making a speech about their demands infront of the crowd of protesters, troops and policemen entered the scene to disperse the crowd. Unfortunately, the government ordered the dispersion with a violent way. Then, soldiers opened fire on the protesters, killing and wounding many people. Others, tried to flee from the scene, ran either wounded or dying. Few managed to hide from the law enforcement and the dispersion is successful. The government quickly received backlashes from peace organizations, socialists and even foreign countries alike, thus souring foreign relations.^^Effects: Liberal movement radicalism increased by 10%.
qstr_As_the_riot_went_wides|As the riot went widespread, the government dispatched police units to calm down the situation, they tried to suppress the riot with as little casualty as possible by mostly non-lethal means. The riot has been ended but both police units and rioters suffered casualties. Among the casualties, (number) were killed and (number) wounded in the riot.^^Liberal movement popularity decreased by 5%, radicalism increased by 5%.
qstr_As_the_riot_went_widesp|As the riot went widespread, the government dispatched police units to suppress the rioters, they used deadly force against the rioters. The rioters suffered many casualties and some fled the scene, only ended up getting caught hours later. In the incident, (number) died and (number) suffered wounds during the riot. ^^Liberal movement popularity decreased by 10%, radicalism increased by 10%.
qstr_After_negotiations_o|After negotiations of government officials with rebellion leaders, the problem was peacefully settled. Parliament was established, signifying victory of democratic activists.
qstr_{s50}|{s50}
qstr_Russian_Republic|Russian Republic
qstr_Austro_Hungarian_Dem|Austro-Hungarian Democratic Republic
qstr_People_s_Republic_of|People's Republic of Belgium
qstr_First_Spanish_Republ|First Spanish Republic
qstr_British_Republic|British Republic
qstr_Federal_Republic_of_|Federal Republic of Germany
qstr_Republic_of_Belgium|Republic of Belgium
qstr_Republic_of_Netherla|Republic of Netherlands
qstr_Imperial_State_of_Ir|Imperial State of Iran
qstr_People_s_United_Prov|People's United Provinces
qstr_Your_party_laws:|Your party laws:
qstr_Voting_Franchise:|Voting Franchise:
qstr_Nomination_Rules:|Nomination Rules:
qstr_Ruling_Party_Influenc|Ruling Party Influence:
qstr_Harassment|Harassment
qstr_Non_secret_ballot|Non-secret ballot
qstr_Secret_ballot|Secret ballot
qstr_Executive_Branch_Pos|Executive Branch Posts:
qstr_Appointed_by_state|Appointed by state
qstr_Executive_Branch_Post|Executive Branch Posts
qstr_Appointed_by_State|Appointed by State
qstr_Press_Censorship:|Press Censorship:
qstr_Trade_Unions:|Trade Unions:
qstr_Public_Meetings:|Public Meetings:
qstr_Authorized_Only|Authorized Only
qstr_Child_Labour:|Child Labour:
qstr_Famine:_{reg4}%|Famine: {reg4}%
qstr_Administration_effic|Administration efficiency: {reg10}%
qstr_Your_government_type_|Your government type does not allow state to build factories of this type.
qstr_amount_to_buy_{reg0}|amount to buy {reg0} bought amount {reg1} ratio flour {reg2}
qstr_Infrastructure_level|Infrastructure level of {s1} is {reg2}.{reg3}, damaged to {reg4}.{reg5}.
qstr_Infrastructure_level_|Infrastructure level of {s1} is {reg2}.{reg3}.
qstr_+{reg6}|+{reg6}
qstr_{reg6}|{reg6}
qstr_Infrastructure_level_o|Infrastructure level of {s1} is {reg2}.{reg3}, damaged to {reg4}.{reg5} ({s3} per year).
qstr_Infrastructure_level_of|Infrastructure level of {s1} is {reg2}.{reg3} ({s3} per year).
qstr_{reg7}.0{reg8}|{reg7}.0{reg8}
qstr_{reg7}.{reg8}|{reg7}.{reg8}
qstr_+{s3}|+{s3}
qstr_Infrastructure_level_of_|Infrastructure level of {s1} is {reg2}.{reg3}, damaged to {reg4}.{reg5} ({s4} per year).
qstr_Infrastructure_level_of_{|Infrastructure level of {s1} is {reg2}.{reg3} ({s4} per year).
qstr_VP_of_{s1}_against_{|VP of {s1} against {s2} are {reg10}
qstr_create_random_war_pe|create random war peace {s1} {s2}
qstr_{reg0}_{reg60}|{reg0} {reg60}
qstr_Enemy_is_{s3}|Enemy is {s3}
qstr_Ally_is_{s3}|Ally is {s3}
qstr_Infrastructure_level_of_{s|Infrastructure level of {s1} is {reg4}.{reg5}, damaged to {reg2}.{reg3} ({s4} per year).
qstr_{s4}_per_day|{s4} per day
qstr_{s4}_per_year|{s4} per year
qstr_Infrastructure_level_of_{s1|Infrastructure level of {s1} is {reg4}.{reg5}, damaged to {reg2}.{reg3} ({s5}).
qstr_Infrastructure_level_of_{s1}|Infrastructure level of {s1} is {reg2}.{reg3} ({s5}).
qstr_People_s_Republic_of_|People's Republic of Denmark
qstr_People_s_Republic_of_S|People's Republic of Sweden
qstr_Republic_of_Denmark|Republic of Denmark
qstr_Republic_of_Sweden|Republic of Sweden
qstr_{s9}|{s9}
qstr__This_village_and_the| This village and the surrounding lands belong to your country.
qstr_North_German_Confeder|North German Confederation is formed.
qstr_German_Empire_is_for|German Empire is formed.
qstr_Adding_division_in_{|Adding division in {s1}
qstr_Removing_division_in|Removing division in {s1}
qstr_French_Commune|French Commune
qstr_Association_of_Auton|Association of Autonomous States
qstr_Austrian_Soviet_Repu|Austrian Soviet Republic
qstr_Italian_Union|Italian Union
qstr_Soviet_Germany|Soviet Germany
qstr_Turkish_People_s_Rep|Turkish People's Republic
qstr_British_Union|British Union
qstr_People_s_Republic_of_Sp|People's Republic of Spain
qstr_People_s_Democratic_|People's Democratic Republic of Tunisia
qstr_Commune_of_Naples|Commune of Naples
qstr_United_Cantons|United Cantons
qstr_People_s_Republic_of_E|People's Republic of Egypt
qstr_Moroccan_Commune|Moroccan Commune
qstr_People_s_Republic_of_P|People's Republic of Portugal
qstr_People_s_Republic_of_O|People's Republic of Oman
qstr_Danish_Civil_Union|Danish Civil Union
qstr_Roman_Commune|Roman Commune
qstr_People_s_Commonwealt|People's Commonwealth of Socialist States
qstr_Afghan_Democratic_Re|Afghan Democratic Republic
qstr_Bukharan_People_s_So|Bukharan People's Soviet Republic
qstr_Khorezm_People_s_Sov|Khorezm People's Soviet Republic
qstr_Democratic_Republic_|Democratic Republic of Greece
qstr_Romanian_People_s_Re|Romanian People's Republic
qstr_Belgian_Commune|Belgian Commune
qstr_Wurttemberg_Soviet_R|Wurttemberg Soviet Republic
qstr_Soviet_Serbia|Soviet Serbia
qstr_Bavarian_Soviet_Repu|Bavarian Soviet Republic
qstr_Soviet_Norway|Soviet Norway
qstr_Westphalian_Soviet_R|Westphalian Soviet Republic
qstr_Republic_of_the_Arab|Republic of the Arabian Assembly
qstr_Arabian_Republic|Arabian Republic
qstr_DETACH_{s1}|DETACH {s1}
qstr_Upper_Class___Aristoc|Upper Class - Aristocracy (former)
qstr_Upper_Class___Bourgeo|Upper Class - Bourgeoisie (former)
qstr_State_industry_incom|State industry income:^+{reg10} $
qstr_State_industry_expen|State industry expenses:^{reg10} $
qstr_Urban_industry_of_th|Urban industry of this region was nationalised,^which means that factories output is decreased^depending on administration efficiency.^^With current administration efficiency of {reg1},^factories output is decreased by {reg2}.
qstr_Rural_industry_of_th|Rural industry of this region was nationalised,^which means that raw resources output is decreased^depending on administration efficiency.^^With current administration efficiency of {reg1},^resources output is decreased by {reg2}.
qstr_Industrialization_ca|Industrialization campaign is now in progress, which means that urbanization process is 4 times faster, quality of life of rural population is decreased by 5%, and administration efficiency is decreased by 5%.
qstr_Government_type_of_t|Government type of this country does not allow you to build factories.
qstr_Urban_industry_of_thi|Urban industry of this region was nationalised,^which means that factories output is decreased^depending on administration efficiency.^^With current administration efficiency of {reg1}%,^factories output is decreased by {reg2}%.
qstr_Rural_industry_of_thi|Rural industry of this region was nationalised,^which means that urban famine level is decreased in 3 times^but raw resources output is decreased^depending on administration efficiency.^^With current administration efficiency of {reg1}%,^resources output is decreased by {reg2}%.
qstr_Industrialization_cam|Industrialization campaign is now in progress,^which means that urbanization process^is 4 times faster, quality of life of rural population^is decreased by 5%, and administration efficiency^is decreased by 5%.
qstr_Urban_industry_of_this|Urban industry of this region was nationalised,^which means that factories budget is consolidated^with national budget, factories output is decreased^depending on administration efficiency, and all^capitalist development of region such as investitions are ceased.^^With current administration efficiency of {reg1}%,^factories output is decreased by {reg2}%.
qstr_Rural_industry_of_this|Rural industry of this region was nationalised,^which means that urban famine level is decreased in 3 times^but raw resources output is decreased^depending on administration efficiency.^Quality of life of rural population is decreased by 20%^^With current administration efficiency of {reg1}%,^resources output is decreased by {reg2}%.
qstr_Industrialization_camp|Industrialization campaign is now in progress,^which means that urbanization process^is 4 times faster, quality of life of population^is decreased by 20%, and administration efficiency^is decreased by 5%.
qstr_{s1}:_Anti_war_prote|{s1}: Anti-war protesters are demonstrating in {s2}, demanding to put an end to the ongoing armed conflict between their nation and {s3}.
qstr_Revolution_in_{s1}!_|Revolution in {s1}! Jacobin radicals have overthrown the national government and declared a new state named {s2} in the early hours of the day. The military has refused to surrender, and the nation is now embroiled in a brutal civil war.
qstr_Revolution_in_{s1}!_S|Revolution in {s1}! Socialist radicals have overthrown the national government and declared a new state named {s2} in the early hours of the day. The military has refused to surrender, and the nation is now embroiled in a brutal civil war.
qstr_Unable_to_suppress_t|Unable to suppress the revolt, the rebellion has spread to other cities. Society has been split in two, liberals demanding the immediate disposition of the government, and reactionaries calling for the immediate jackbooted obliteration of the liberal rebellion. Martial law has been declared, and Habeas Corpus has made way for summary executions in the streets and villages.
qstr_PPS_Faction_iteration|PPS Faction iteration
qstr_faction_calculate_pp|faction calculate pps pes slots
qstr_Position:_at_will|Position: at will
qstr_mesh_pbs_pronemode1|mesh pbs pronemode1
qstr_Position:_always_cro|Position: always crouch
qstr_mesh_pbs_pronemode2|mesh pbs pronemode2
qstr_Position:_always_pro|Position: always prone
qstr_mesh_pbs_pronemode3|mesh pbs pronemode3
qstr_Position:_mixed|Position: mixed
qstr_mesh_pbs_pronemode4|mesh pbs pronemode4
qstr_{s1}^^This_togglable|{s1}^^This togglable ability allows to choose position for company:^at will, always crouch or always prone. While crouch^and prone positions reduce damage incoming^from shell explosions, they can close view in front of soldiers,^interrupting shooting.^Company types: any infantry company.
qstr_Under_Fire^^Assault_|Under Fire^^Assault Tactics
qstr_Under_Fire^Assault_T|Under Fire^Assault Tactics
qstr_pbs_pronemode1|pbs pronemode1
qstr_pbs_pronemode2|pbs pronemode2
qstr_pbs_pronemode3|pbs pronemode3
qstr_pbs_pronemode4|pbs pronemode4
qstr_pbs_activeability_pr|pbs activeability pronemode1
qstr_pbs_activeability_pro|pbs activeability pronemode2
qstr_pbs_activeability_pron|pbs activeability pronemode3
qstr_pbs_activeability_prone|pbs activeability pronemode4
qstr_{s1}^^This_toggleabl|{s1}^^This toggleable ability allows to choose position for company:^at will, always crouch or always prone. Prone^position reduces damage incoming from shell explosions,^but it can close view in front of soldiers,^interrupting shooting.^Company types: any infantry company.
qstr_Volunteer_army|Volunteer army
qstr_Limited_conscription|Limited conscription
qstr_Extended_conscriptio|Extended conscription
qstr_Wide_conscription|Wide conscription
qstr__{reg2}%_to_quality_|-{reg2}% to quality of life
qstr_Conscription_policy:|Conscription policy: {s1}%
qstr_Army_reinforcements_|Army reinforcements rate:
qstr__{reg2}%_workers|-{reg2}% workers
qstr_Reserves:|Reserves:
qstr_{reg1}/{reg2}_men|{reg1}/{reg2} men
qstr_Conscription_policy:_|Conscription policy: {s1}
qstr__{reg3}%_workers|-{reg3}% workers
qstr_Volunteer_army^_4%_o|Volunteer army^(4% of the population)
qstr_Limited_conscription^|Limited conscription^(10% of the population)
qstr_Extended_conscription|Extended conscription^(20% of the population)
qstr_Wide_conscription^_2|Wide conscription^(25% of the population)
qstr_{reg1}/{reg2}_men__+|{reg1}/{reg2} men (+{reg3} per day)
qstr_Volunteer_army^_3%_o|Volunteer army^(3% of the population)
qstr_Military_management_|Military management is only available to faction marshals.
qstr_ai_behavior_{reg1}_p|ai behavior {reg1} pas timer {reg2} pas lord state {reg3}
qstr_{s1}_s_marshal_ai_be|{s1}'s marshal ai behavior {reg1} pas timer {reg2} pas lord state {reg3}
qstr_{s1}_s_marshal:_ai_b|{s1}'s marshal: ai behavior {reg1} pas timer {reg2} pas lord state {reg3}
qstr_Heavy_Machine_Gun:|Heavy Machine Gun:
qstr_Light_Machine_Gun:|Light Machine Gun:
qstr_Sub_machine_Gun:|Sub-machine Gun:
qstr_Maxim_Gun|Maxim Gun
qstr_Maxim_Gun_M1910|Maxim Gun M1910
qstr_MG_08|MG-08
qstr_Hotchkiss_Mle_1914|Hotchkiss Mle 1914
qstr_Schwarzlose_M._7|Schwarzlose M. 7
qstr_Vickers_Gun|Vickers Gun
qstr_M1917_Browning|M1917 Browning
qstr_Lewis|Lewis
qstr_Chauchat|Chauchat
qstr_Madsen|Madsen
qstr_MG_08/15|MG 08/15
qstr_Hotchkiss_M1909|Hotchkiss M1909
qstr_MP_18|MP-18
qstr_Fedorov|Fedorov
qstr_Beretta_1918|Beretta 1918
qstr_Previous|Previous
qstr_mg5_austrian|mg5 austrian
qstr_mg5_austrian_barrel|mg5 austrian barrel
qstr_mg_prop_{reg1}|mg prop {reg1}
qstr_Victory_Points:_{reg|Victory Points: {reg13}
qstr_Victory_Points_used:|Victory Points used: {reg20}
qstr_Victory_Points/Point|Victory Points/Points needed for agreement: {reg20}/{reg10}
qstr_Victory_Points:_{reg2|Victory Points: {reg20}/{reg10}
qstr_Most_certainly._Arres|Most certainly. Arrests of influential figures of the political opposition will undermine their positions in the political arena and strengthen ours. Investigation will take 10 days and {reg1} pounds.
qstr_Most_certainly._Few_r|Most certainly. Few revelatory articles condemning our opponents in illegal actions, aiding enemy and treason will dishonor them before the eyes of our people, and strengthen our position. The whole process will take 10 days and {reg1} pounds.
qstr_Dig_In^^Selected_comp|Dig In^^Selected companies will dig in,^creating trenches on their position.^Only available once per battle.^Company types: any infantry company.
qstr_Cannot_dig_in:_wrong_|Cannot dig in: wrong company types (only infantry companies can dig in).
